id,careers,courses
44,Transit and Railroad Police,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR
45,Transit and Railroad Police,Bachelor of Arts Political Science (Hons)
46,Transit and Railroad Police,BA Political Science
47,Transit and Railroad Police,Bachelor of Social and Behavioural Science With Major in Sociology
48,Transit and Railroad Police,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR
49,Transit and Railroad Police,Bachelor of Arts Sociology (Hons)
50,Transit and Railroad Police,BA Sociology
51,Veterinary Technologists and Technicians,Bachelor of Science With Major in Zoology
52,Veterinary Technologists and Technicians,BACHELORS (HONOURS) WITH ZOOLOGY AS MAJOR
53,Veterinary Technologists and Technicians,Bachelor of Science Zoology (Hons)
54,Veterinary Technologists and Technicians,Bachelor of Science in Zoology (Integrated)
55,Veterinary Technologists and Technicians,Bachelor of Science in Zoology (Integrated) Self Financed
56,Veterinary Technologists and Technicians,Bachelor of Science in Zoology (Honours)
57,Veterinary Technologists and Technicians,Bachelor of Science in Zoology (Honours) Self Financed
58,Veterinary Technologists and Technicians,BACHELORS OF SCIENCE IN ZOLOOGY AS MAJOR
59,Veterinary Technologists and Technicians,BSc Zoology
60,Veterinary Technologists and Technicians,BSc in Zoology
61,Veterinary Technologists and Technicians,BACHELORS (HONOURS) WITH BIO-RESOURCES AS MAJOR
62,Veterinary Technologists and Technicians,Bachelor of Science with Major in Biotechnology
63,Veterinary Technologists and Technicians,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR
64,Veterinary Technologists and Technicians,Bachelor of Science Biotechnology (Hons)
65,Veterinary Technologists and Technicians,Bachelor of Science in Biotechnology (Honours)
66,Veterinary Technologists and Technicians,Bachelor of Science in Biotechnology (Honours) Self Financed
67,Veterinary Technologists and Technicians,BSc Biotechnology
68,Veterinary Technologists and Technicians,BSc in Biotechnology
69,Motion Picture Projectionists,BACHELORS (HONOURS) WITH MASS COMMUNICATION AND MULTIMEDIA PRODUCTION AS MAJOR
70,Motion Picture Projectionists,Bachelor of Multimedia and Mass Communication
71,Motion Picture Projectionists,Bachelor of Arts Journalism & Mass Communication (Hons)
72,Motion Picture Projectionists,BA Mass Communication and Multimedia Production
73,Skincare Specialists,Bachelor of Science with Major in Biochemistry
74,Skincare Specialists,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR
75,Skincare Specialists,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR
76,Skincare Specialists,Bachelor of Science Bio-Chemistry (Hons)
77,Skincare Specialists,Bachelor of Science Clinical Bio-Chemistry (Hons)
78,Skincare Specialists,Bachelor of Science in Bio-Chemistry (Honours)
79,Skincare Specialists,Bachelor of Science in Bio-Chemistry (Honours) Self Financed
80,Skincare Specialists,Bachelor of Science Biochemistry (Hons)
81,Skincare Specialists,Bachelor of Science with Major in Biotechnology
82,Skincare Specialists,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR
83,Skincare Specialists,Bachelor of Science Biotechnology (Hons)
84,Skincare Specialists,Bachelor of Science in Biotechnology (Honours)
85,Skincare Specialists,Bachelor of Science in Biotechnology (Honours) Self Financed
86,Skincare Specialists,BSc Biotechnology
87,Skincare Specialists,BSc in Biotechnology
88,Materials Engineers,Bachelor of Science With Major in Physics
89,Materials Engineers,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR
90,Materials Engineers,Bachelor of Science Physics (Hons)
91,Materials Engineers,Bachelor of Science in Physics (Honours)
92,Materials Engineers,Bachelor of Science in Physics (Honours) Self Financed
93,Materials Engineers,BSc Physics
94,Materials Engineers,BSc in Physics
95,Materials Engineers,Bachelor of Science With Major in Chemistry
96,Materials Engineers,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR
97,Materials Engineers,Bachelor of Science Chemistry (Hons)
98,Materials Engineers,Bachelor of Science in Chemistry (Honours)
99,Materials Engineers,Bachelor of Science in Chemistry (Honours) Self Financed
100,Materials Engineers,Bachelor of Science in Chemistry (Integrated)
101,Materials Engineers,Bachelor of Science in Chemistry (Integrated) Self Financed
102,Materials Engineers,BSc Chemistry
103,Materials Engineers,BSc in Chemistry
104,Materials Engineers,Bachelor of Science in NanoScience & NanoTechnology (Honours)
105,Materials Engineers,Bachelor of Science in NanoScience & NanoTechnology (Honours) Self Financed
106,Automotive Engineers,Bachelor of Science With Major in Physics
107,Automotive Engineers,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR
108,Automotive Engineers,Bachelor of Science Physics (Hons)
109,Automotive Engineers,Bachelor of Science in Physics (Honours)
110,Automotive Engineers,Bachelor of Science in Physics (Honours) Self Financed
111,Automotive Engineers,BSc Physics
112,Automotive Engineers,BSc in Physics
113,Automotive Engineers,Bachelor of Science With Major in Electronics
114,Automotive Engineers,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR
115,Automotive Engineers,Bachelor of Science in Electronics (Honours)
116,Automotive Engineers,Bachelor of Science in Electronics (Honours) Self Financed
117,Automotive Engineers,Bachelor of Science Electronics (Hons)
118,Automotive Engineers,BSc in Electronics
119,Automotive Engineers,Bachelor of Science With Major in Mathematics
120,Automotive Engineers,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
121,Automotive Engineers,Bachelor of Science Mathematics (Hons)
122,Automotive Engineers,Bachelor of Arts/Science Mathematics (Hons)
123,Automotive Engineers,Bachelor of Science in Mathematics (Honours)
124,Automotive Engineers,Bachelor of Science in Mathematics (Honours) Self Financed
125,Automotive Engineers,5 Year Integrated Programme in Mathematics
126,Automotive Engineers,BSc Mathematics
127,Automotive Engineers,BSc in Mathematics
128,Mechatronics Engineers,Bachelor of Science With Major in Electronics
129,Mechatronics Engineers,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR
130,Mechatronics Engineers,Bachelor of Science in Electronics (Honours)
131,Mechatronics Engineers,Bachelor of Science in Electronics (Honours) Self Financed
132,Mechatronics Engineers,Bachelor of Science Electronics (Hons)
133,Mechatronics Engineers,BSc in Electronics
134,Mechatronics Engineers,Bachelor of Science With Major in Physics
135,Mechatronics Engineers,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR
136,Mechatronics Engineers,Bachelor of Science Physics (Hons)
137,Mechatronics Engineers,Bachelor of Science in Physics (Honours)
138,Mechatronics Engineers,Bachelor of Science in Physics (Honours) Self Financed
139,Mechatronics Engineers,BSc Physics
140,Mechatronics Engineers,BSc in Physics
141,Mechatronics Engineers,Bachelor of Science With Major in Computer Application
142,Mechatronics Engineers,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR
143,Mechatronics Engineers,Bachelor of Computer Applications (Hons)
144,Mechatronics Engineers,Bachelor of Computer Application (Hons)
145,Mechatronics Engineers,Bachelor of Computer Applications (Honours)
146,Mechatronics Engineers,Bachelor of Computer Applications (Honours) Self Financed
147,Mechatronics Engineers,B.Sc Computer Applications
148,Mechatronics Engineers,Bachelor of Computer Applications
149,Mechatronics Engineers,Bachelor of Computer Applications Self Financed
150,Mechatronics Engineers,Bachelor of Science With Major in Information Technology
151,Mechatronics Engineers,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR
152,Mechatronics Engineers,Bachelor of Science Information Technology (Hons)
153,Mechatronics Engineers,Bachelor of Science in Information Technology (Honours)
154,Mechatronics Engineers,Bachelor of Science in Information Technology (Honours) Self Financed
155,Mechatronics Engineers,Bachelor of Science With Major in Mathematics
156,Mechatronics Engineers,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
157,Mechatronics Engineers,Bachelor of Science Mathematics (Hons)
158,Mechatronics Engineers,Bachelor of Arts/Science Mathematics (Hons)
159,Mechatronics Engineers,Bachelor of Science in Mathematics (Honours)
160,Mechatronics Engineers,Bachelor of Science in Mathematics (Honours) Self Financed
161,Mechatronics Engineers,5 Year Integrated Programme in Mathematics
162,Mechatronics Engineers,BSc Mathematics
163,Mechatronics Engineers,BSc in Mathematics
164,Marine Engineers and Naval Architects,Bachelor of Science With Major in Physics
165,Marine Engineers and Naval Architects,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR
166,Marine Engineers and Naval Architects,Bachelor of Science Physics (Hons)
167,Marine Engineers and Naval Architects,Bachelor of Science in Physics (Honours)
168,Marine Engineers and Naval Architects,Bachelor of Science in Physics (Honours) Self Financed
169,Marine Engineers and Naval Architects,BSc Physics
170,Marine Engineers and Naval Architects,BSc in Physics
171,Marine Engineers and Naval Architects,Bachelor of Science With Major in Mathematics
172,Marine Engineers and Naval Architects,BACHELORS (HONOURS) WITH MATHEMATICS/APPLIED MATHEMATICS AS MAJOR
173,Marine Engineers and Naval Architects,Bachelor of Science Mathematics (Hons)
174,Marine Engineers and Naval Architects,Bachelor of Arts/Science Mathematics (Hons)
175,Marine Engineers and Naval Architects,Bachelor of Science in Mathematics (Honours)
176,Marine Engineers and Naval Architects,Bachelor of Science in Mathematics (Honours) Self Financed
177,Marine Engineers and Naval Architects,5 Year Integrated Programme in Mathematics
178,Marine Engineers and Naval Architects,BSc Mathematics
179,Marine Engineers and Naval Architects,BSc in Mathematics
180,"Captains, Mates, and Pilots of Water Vessels",Bachelor of Science With Major in Geography
181,"Captains, Mates, and Pilots of Water Vessels",BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR
182,"Captains, Mates, and Pilots of Water Vessels",Bachelor of Arts/Science Geography (Hons)
183,"Captains, Mates, and Pilots of Water Vessels",BSc Geography
184,"Captains, Mates, and Pilots of Water Vessels",BSc in Geography
185,Wind Energy Engineers,Bachelor of Science With Major in Physics
186,Wind Energy Engineers,BACHELORS (HONOURS) WITH PHYSICS AS MAJOR
187,Wind Energy Engineers,Bachelor of Science Physics (Hons)
188,Wind Energy Engineers,Bachelor of Science in Physics (Honours)
189,Wind Energy Engineers,Bachelor of Science in Physics (Honours) Self Financed
190,Wind Energy Engineers,BSc Physics
191,Wind Energy Engineers,BSc in Physics
192,Wind Energy Engineers,Bachelor of Science With Major in Environmental Science
193,Wind Energy Engineers,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR
194,Wind Energy Engineers,Bachelor of Science Environmental Science (Hons)
195,Wind Energy Engineers,Bachelor of Science With Major in Electronics
196,Wind Energy Engineers,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR
197,Wind Energy Engineers,Bachelor of Science in Electronics (Honours)
